loss,binary_crossentropy,weighted_binary_crossentropy,val_loss,val_binary_crossentropy,val_weighted_binary_crossentropy
3.7613017559051514,0.6611891984939575,0.6591019034385681,3.759897232055664,0.6594278812408447,0.658005952835083
3.431871175765991,0.6126432418823242,0.6013750433921814,3.439288377761841,0.6128446459770203,0.6018973588943481
3.3322880268096924,0.5983861088752747,0.5839248299598694,3.3399438858032227,0.5990824103355408,0.5845114588737488
3.2759218215942383,0.5903253555297852,0.5740476250648499,3.2830488681793213,0.5911818146705627,0.574554443359375
3.245968818664551,0.5861499309539795,0.5687988996505737,3.251732349395752,0.5868380069732666,0.5690738558769226
3.2178385257720947,0.582425057888031,0.5638695359230042,3.2217936515808105,0.5830708742141724,0.5638344287872314
3.1941256523132324,0.5790138244628906,0.5597143173217773,3.1982929706573486,0.5799099802970886,0.5597216486930847
3.172121524810791,0.5766422152519226,0.5558584928512573,3.1748127937316895,0.5774052739143372,0.5556125044822693
3.1579771041870117,0.5752414464950562,0.5533798933029175,3.161406993865967,0.5760833024978638,0.5532664060592651
3.1459381580352783,0.573854923248291,0.5512703061103821,3.149423360824585,0.5746943354606628,0.5511691570281982
3.1347579956054688,0.5725150108337402,0.5493111610412598,3.1375954151153564,0.5732291340827942,0.5490992069244385
3.121504306793213,0.5709317922592163,0.5469886660575867,3.123356580734253,0.5716275572776794,0.5466073155403137
3.106473445892334,0.5698208808898926,0.5443547964096069,3.1075897216796875,0.5705121755599976,0.5438480377197266
3.0969579219818115,0.5687459111213684,0.5426873564720154,3.099026918411255,0.5694797039031982,0.5423494577407837
3.0891923904418945,0.5676678419113159,0.5413265824317932,3.091094732284546,0.56841641664505,0.5409612655639648
3.0758845806121826,0.5665659308433533,0.5389946103096008,3.077590227127075,0.5673427581787109,0.5385978817939758
3.065979480743408,0.565908670425415,0.5372589230537415,3.068199872970581,0.5667021870613098,0.5369545221328735
3.0587856769561768,0.5650134682655334,0.5359983444213867,3.060727596282959,0.5656612515449524,0.5356468558311462
3.05013108253479,0.5639960765838623,0.5344818234443665,3.0517566204071045,0.5647075176239014,0.5340768694877625
3.0433120727539062,0.5637595057487488,0.5332868695259094,3.046020984649658,0.5645983815193176,0.5330731272697449
3.0350120067596436,0.5632295608520508,0.5318324565887451,3.0379419326782227,0.5641931891441345,0.5316591858863831
3.0303573608398438,0.5631418228149414,0.5310167670249939,3.0329413414001465,0.564014196395874,0.5307840704917908
3.023533821105957,0.5620684623718262,0.5298210382461548,3.026533365249634,0.5629859566688538,0.5296626091003418
3.0162415504455566,0.5619375109672546,0.52854323387146,3.0195586681365967,0.5628028512001038,0.5284420251846313
3.0082945823669434,0.5611684918403625,0.5271506905555725,3.011570692062378,0.5621464848518372,0.5270440578460693
3.0050101280212402,0.5603017807006836,0.5265751481056213,3.0091280937194824,0.5613502860069275,0.5266165733337402
3.0002734661102295,0.5603168606758118,0.5257450938224792,3.0050525665283203,0.5614719986915588,0.5259033441543579
2.9945154190063477,0.5599620342254639,0.5247361063957214,2.999450922012329,0.5611228346824646,0.5249230265617371
2.9890639781951904,0.5593530535697937,0.523780882358551,2.994006395339966,0.5605262517929077,0.5239701867103577
2.9835362434387207,0.5589903593063354,0.5228121876716614,2.988766670227051,0.5602667927742004,0.5230532288551331
2.978220224380493,0.5588874816894531,0.5218806862831116,2.9834752082824707,0.5602169036865234,0.5221271514892578
2.975099563598633,0.5587475895881653,0.5213338136672974,2.9810471534729004,0.5601698756217957,0.521702229976654
2.971468448638916,0.5580923557281494,0.5206975340843201,2.977659225463867,0.5595768094062805,0.5211093425750732
2.967580795288086,0.5576772689819336,0.5200163125991821,2.974290609359741,0.5593278408050537,0.5205198526382446
2.9629294872283936,0.5572841763496399,0.5192012190818787,2.9704248905181885,0.5591046810150146,0.5198432803153992
2.959304094314575,0.5567578673362732,0.5185659527778625,2.9680240154266357,0.5586684942245483,0.5194231271743774
2.95487117767334,0.556820273399353,0.5177891850471497,2.964602470397949,0.5589191317558289,0.5188243389129639
2.9540464878082275,0.5560325384140015,0.5176446437835693,2.963815689086914,0.5580765604972839,0.5186866521835327
2.9508771896362305,0.5559302568435669,0.517089307308197,2.9617836475372314,0.5581339001655579,0.5183310508728027
2.9461750984191895,0.5557115077972412,0.516265332698822,2.9572362899780273,0.5579891800880432,0.5175352096557617
2.9454281330108643,0.5554130673408508,0.5161344408988953,2.9560675621032715,0.5576464533805847,0.5173307061195374
2.9413084983825684,0.5555710196495056,0.5154125094413757,2.9526236057281494,0.5578853487968445,0.5167279243469238
2.9396233558654785,0.5548431277275085,0.5151172876358032,2.9513115882873535,0.5572303533554077,0.5164983868598938
2.9359617233276367,0.5553678870201111,0.5144755840301514,2.948934316635132,0.5579012632369995,0.5160822868347168
2.9310786724090576,0.5548122525215149,0.5136198997497559,2.9441585540771484,0.5574600696563721,0.5152465105056763
2.928189992904663,0.5553033947944641,0.5131137371063232,2.9420511722564697,0.5580500960350037,0.5148777365684509
2.926281213760376,0.554840087890625,0.5127792954444885,2.9403553009033203,0.5576605796813965,0.5145809054374695
2.924006223678589,0.554553747177124,0.5123805999755859,2.93877911567688,0.5574322938919067,0.5143051147460938
2.9207828044891357,0.5551460981369019,0.5118157863616943,2.9362897872924805,0.5582177042961121,0.5138694643974304
2.9178645610809326,0.5545716881752014,0.5113043785095215,2.9330644607543945,0.5576409101486206,0.5133050084114075
2.9166982173919678,0.5535158514976501,0.5111000537872314,2.9326164722442627,0.5566332936286926,0.5132265686988831
2.915496349334717,0.5533392429351807,0.5108894109725952,2.931840658187866,0.5564724802970886,0.5130908489227295
2.9110260009765625,0.5535145401954651,0.510106086730957,2.9279868602752686,0.5567781329154968,0.5124163627624512
2.9093925952911377,0.5527327060699463,0.5098198652267456,2.926586627960205,0.5560328960418701,0.5121713280677795
2.9061119556427,0.5527922511100769,0.509244978427887,2.9232637882232666,0.5561845302581787,0.5115898251533508
2.9054393768310547,0.5526123046875,0.5091270804405212,2.9230806827545166,0.5560250878334045,0.5115577578544617
2.9008491039276123,0.5530300736427307,0.5083227157592773,2.9195544719696045,0.5566226243972778,0.5109406113624573
2.8995368480682373,0.5530505776405334,0.5080927610397339,2.918658494949341,0.5566924214363098,0.510783851146698
2.897550344467163,0.5521427392959595,0.5077447295188904,2.916797161102295,0.555778443813324,0.5104580521583557
2.8957786560058594,0.5517619252204895,0.5074342489242554,2.9155683517456055,0.5554715394973755,0.5102430582046509
2.893620252609253,0.5517244338989258,0.5070560574531555,2.9134602546691895,0.5554476380348206,0.5098741054534912
2.892146587371826,0.5514160990715027,0.5067977905273438,2.9118478298187256,0.5550999045372009,0.5095919370651245
2.8892626762390137,0.5512235164642334,0.5062924027442932,2.9101450443267822,0.5550805330276489,0.5092939138412476
